texto,rotulo_masculino,rotulo_feminino
word104 word70 word353 word341 word147 word303 word471 word167 word251 word105 word260 word443 word318 word71 word371 word212 word10 word312 word150 word486 word498 word336 word316 word153 word36 word31 word232 word159 word481 word147 word108 word410 word418 word189 word41 word50 word261 word435 word194 word10 word188 word2 word212 word238 word366 word35 word241 word89 word234 word493 word371 word423 word20 word383 word433 word336 word392 word24 word370 word418 word116 word236 word212 word50 word65 word151 word55 word251 word28 word7 word315 word127 word190 word168 word235 word232,positiva,positiva
word232 word265 word153 word178 word142 word259 word349 word22 word240 word325 word337 word282 word263 word341 word190 word284 word160 word219 word63 word176 word72 word114 word210 word251 word471 word14 word450 word165 word363 word339 word486 word55 word484 word32 word439 word327 word241 word199 word47 word401 word364 word469 word366 word479 word444 word213,negativa,negativa
word457 word342 word29 word65 word461 word105 word49 word226 word263 word287 word330 word500 word380 word13 word45 word1 word198 word176 word467 word184 word16 word442 word131 word457 word388 word441 word410 word72 word314 word207 word315 word373 word251 word157 word459 word332,negativa,negativa
word339 word366 word78 word262 word290 word134 word386 word116 word436 word229 word184 word333 word310 word255 word344 word131 word405 word310 word107 word500 word433 word89 word393 word265 word385 word188 word123 word110 word34 word438 word157 word479 word113 word176 word440 word174 word380 word46 word478 word309 word376 word14 word483 word249 word106 word77,neutra,negativa
word3 word476 word258 word132 word339 word266 word15 word380 word201 word350 word448 word306 word336 word128 word119 word208 word427 word263 word175 word390 word427 word452 word150 word355 word296 word225 word199 word58 word138 word275 word444 word434 word94 word340 word43 word338 word171 word225 word359 word213 word404 word267 word500 word320 word149 word388 word204 word268 word69 word60 word288 word94 word499 word428 word351,negativa,negativa
word51 word253 word437 word195 word450 word62 word490 word393 word314 word309 word469 word189 word83 word460 word52 word330 word133 word465 word487 word238 word267 word228 word213 word469 word144 word480 word326 word481 word307 word410 word245 word232 word129 word106 word19 word192 word494 word470 word346 word182 word261 word379 word2 word462 word436 word486 word48 word474 word307 word278 word90 word246 word182 word494 word170 word110 word474 word94 word453 word482 word154 word345 word399 word269 word349 word67 word259 word257 word284 word473 word413 word302 word202 word203 word11 word276 word127 word444,neutra,neutra
word175 word162 word460 word48 word467 word339 word404 word165 word325 word163 word9 word228 word490 word122 word82 word461 word456 word424 word489 word496 word460 word483 word373 word158 word230 word191 word255 word350 word121 word8 word302 word497 word431 word6 word300 word266 word213 word335 word214 word458 word454 word323 word230 word299 word451 word151 word435 word296 word32 word375 word102 word258 word476 word390 word350 word35 word430 word168 word26 word480 word96 word162 word72 word311 word434 word260 word435 word469 word437 word82 word104 word150 word320 word432 word157 word334 word94 word272 word390 word198 word82 word206 word382,positiva,positiva
word42 word255 word259 word48 word312 word241 word250 word342 word374 word332 word193 word482 word107 word170 word244 word157 word172 word464 word76 word256 word236 word44 word101 word137 word236 word209 word297 word189 word392 word184 word427 word500 word335 word51 word447 word409 word279 word170 word356 word308 word386 word323 word413 word484 word376 word159 word452 word414 word237 word30 word477 word271 word201 word304 word36 word413 word92 word129 word280 word333 word8 word291 word79 word478 word188 word246 word313 word79 word83 word480 word288 word114 word332 word447 word382 word201 word331 word448 word126 word396 word499 word173 word445 word12 word187 word139 word15 word302 word265 word190 word433 word125 word411 word318 word449,positiva,neutra
word65 word341 word260 word159 word155 word304 word483 word498 word236 word336 word42 word473 word9 word172 word363 word485 word86 word331 word94 word26 word212 word289 word133 word487 word309 word220 word243 word233 word56 word304 word393 word211 word213,neutra,neutra
word84 word181 word314 word83 word430 word113 word267 word170 word334 word100 word50 word256 word433 word317 word378 word217 word71 word214 word494 word391 word352 word151 word300 word312 word328 word447 word341 word111 word111 word310 word434 word474 word305 word265 word409 word489 word14 word156 word167 word283 word148 word156 word13 word2 word225 word499 word148 word121 word133 word487 word332 word327 word95 word452 word99 word484 word477 word284 word435 word500 word291 word384 word296 word262 word168 word328 word134 word98 word138 word6 word467 word129 word400 word218 word170 word115 word411 word258 word225 word329 word402 word328 word234 word447 word448 word484 word46 word446 word97 word311 word329 word103,neutra,neutra
word310 word106 word426 word208 word435 word138 word396 word269 word278 word488 word78 word155 word92 word417 word426 word420 word120 word130 word202 word387 word376 word495 word393 word478 word134 word303 word267 word76 word474 word60 word428 word134 word111 word301 word234 word194 word452 word350 word305 word394 word402 word91 word221 word453 word408 word31 word124 word133 word257 word408 word242 word92 word279 word111 word340 word488 word317 word457 word273 word407 word471 word87 word333 word128 word43 word118 word72 word95 word4 word486 word221 word84 word172 word374 word317 word26 word74 word272 word485 word36 word432 word31 word248 word116 word212 word463 word108 word320 word167 word326 word28 word149 word479 word362,positiva,positiva
word382 word252 word179 word242 word492 word144 word156 word424 word186 word452 word488 word34 word335 word48 word440 word58 word444 word385 word269 word104 word134 word216 word424 word449 word251 word117 word283 word416 word271 word446 word5 word251 word23 word306 word309 word157 word398 word476 word229 word218 word96 word15 word204 word221 word385 word432 word55 word77 word281 word188 word352 word162 word208 word223 word301 word35 word442 word170 word107 word321 word68 word296 word31 word132 word364 word186 word451 word178,positiva,positiva
word475 word242 word357 word123 word48 word443 word225 word70 word330 word28 word226 word353 word361 word227 word185 word420 word93 word38 word79 word401 word235 word19 word85 word15 word408 word231 word35 word111,negativa,negativa
word446 word170 word403 word268 word16 word143 word29 word354 word392 word309 word4 word119 word235 word73 word54 word153 word296 word45 word500 word230 word87 word11 word479 word298 word433 word389 word493 word445 word384 word426 word429 word128 word298 word493 word434 word53 word56 word101 word371 word197 word315 word70 word30 word386 word146 word22 word109 word162 word203 word449 word100 word303 word138 word250 word149 word173 word300 word295 word68 word79 word121 word450 word159 word289 word225 word178 word20 word221 word500 word471 word151 word267 word144 word461 word278 word461 word428 word164 word229 word285 word125 word416 word283 word104 word242 word411 word212 word356 word492 word168 word498 word208 word281 word387 word35,neutra,neutra
word457 word398 word259 word99 word169 word345 word79 word263 word6 word163 word124 word341 word458 word74 word399 word328 word485 word456 word51 word372 word297 word57 word129 word464 word272 word170 word161 word419 word142 word80 word287 word497 word92 word128 word235 word100 word326 word127 word65 word131 word466 word468 word253 word201 word410 word98 word327 word341 word356 word109 word359 word306 word438 word88 word307 word415 word140,negativa,negativa
word10 word215 word165 word200 word130 word138 word381 word13 word65 word133 word414 word197 word18 word261 word314 word229 word45 word440 word430 word456 word482 word159 word211 word480 word225 word433 word324 word464 word6 word354 word401 word100 word368 word98 word453 word455 word2 word254 word192 word446 word161 word361 word59 word107 word493 word193 word383 word484 word483 word10 word117 word358 word464 word490 word361 word53 word372 word136 word405 word274 word92 word422 word495 word254 word407 word30 word136 word64 word142 word188 word216 word162 word273 word110 word174 word421 word282 word14 word165 word415 word91 word461 word148 word316 word238 word313 word399 word75 word177 word285 word131 word188 word443 word115 word95 word292,neutra,neutra
word293 word159 word132 word84 word465 word471 word58 word177 word282 word192 word361 word131 word30 word169 word299 word91 word408 word7 word34 word255 word257 word148 word130 word35 word332 word190 word60 word200 word469 word131 word448 word130 word93 word131 word162 word61 word294 word167 word360 word246 word222 word236 word79 word357,negativa,negativa
word425 word140 word369 word132 word64 word275 word92 word200 word147 word442 word252 word360 word295 word456 word220 word432 word450 word461 word348 word491 word373 word156 word79 word105 word287 word83 word119 word315 word167 word341 word499 word44,neutra,neutra
word475 word177 word157 word262 word432 word275 word397 word108 word388 word367 word449 word29 word193 word45 word201 word380 word321 word377 word369 word497 word440 word294 word438 word24 word361 word262 word479 word252 word90 word363 word476 word9 word33 word331 word278 word275 word46 word287 word285 word425 word196 word174 word41 word284 word325 word141 word366 word470 word88 word287 word348 word10 word90 word198 word69 word178 word74 word449 word300 word165 word390 word10 word299 word342 word405 word112 word296,negativa,negativa
word262 word286 word405 word386 word151 word234 word43 word394 word68 word35 word261 word461 word189 word93 word93 word419 word331 word248 word464 word53 word309 word180 word117 word460 word479 word418 word75 word362 word180 word190 word97 word295 word429 word117 word269 word324 word316 word131 word15 word415 word299 word353 word266 word194 word126 word330 word416 word163 word13 word78 word290 word118 word408 word136 word247 word114 word228 word340 word398 word370 word254 word229 word163,positiva,positiva
word58 word150 word49 word71 word31 word422 word30 word380 word79 word458 word424 word315 word415 word150 word392 word111 word308 word460 word362 word135 word370 word442 word445 word370 word367 word393 word369 word67 word403 word90 word279 word170 word107 word141 word43 word220 word210 word202 word46 word304 word85 word428 word12 word28 word151 word204 word485 word263 word190 word419 word121 word449 word202 word157 word151 word5 word337 word289 word318 word326 word14 word439 word256 word346 word19 word381 word339 word185 word468 word326 word454 word411 word103 word499 word372 word95 word397 word215 word433 word87 word130 word174 word226 word316 word111 word353 word13 word166 word330,neutra,neutra
word180 word358 word225 word138 word237 word333 word188 word353 word491 word206 word148 word202 word420 word90 word487 word207 word421 word394 word392 word455 word93 word297 word50 word150 word21 word342 word304 word371 word89 word167 word339 word414 word443 word37 word202 word6 word410 word62 word412 word79 word8 word440 word220 word213 word324 word138 word346 word215 word137 word198 word4 word151 word296 word69 word60 word328 word215 word69 word374 word388 word18 word101 word186 word366,negativa,negativa
word473 word26 word146 word239 word50 word444 word57 word333 word460 word343 word382 word132 word414 word210 word31 word184 word175 word261 word133 word232 word214 word164 word349 word153 word383 word126 word433 word183 word21 word75 word404 word437 word106 word302 word288 word67 word226 word347 word484 word424 word49 word119 word219 word76 word286 word5 word57 word24 word148 word382 word89 word494 word135 word23 word168 word375 word54 word36 word425 word297 word172 word379 word423 word180 word281 word6 word154 word298 word99 word496 word486 word129 word199 word95 word252 word62 word196 word278 word306 word299 word111 word397 word346 word377 word234 word447 word195,negativa,negativa
word352 word140 word373 word92 word482 word21 word473 word231 word323 word80 word160 word432 word8 word96 word316 word403 word216 word44 word74 word446 word108 word290 word469 word188 word34 word407 word394 word326 word452 word388 word345 word167 word31 word363 word423 word348 word327 word360 word139 word59 word315 word472 word69 word36 word354 word212 word452 word236 word261 word31 word477 word166 word220 word315 word429 word398 word387 word53 word45 word416 word457 word312 word456 word159 word176 word86,positiva,positiva
word306 word29 word278 word485 word466 word98 word207 word494 word392 word281 word153 word382 word290 word262 word464 word189 word313 word22 word356 word274 word438 word167 word463 word288 word105 word81 word98 word151 word276 word435 word498 word340 word246 word307 word166 word123 word269 word414 word33 word56 word89 word105 word75 word66 word14 word175 word362 word79 word163 word487 word85 word494 word257 word363 word162 word163 word197 word64 word158 word448 word2 word287 word345 word71 word56 word277 word110 word490 word96 word66 word166 word166 word81 word333 word174 word264 word122 word49 word31 word27 word436 word133 word153 word290 word48 word301 word261 word396 word62 word9 word387 word186 word31 word279 word233,neutra,neutra
word394 word406 word500 word232 word380 word410 word59 word346 word170 word67 word86 word58 word449 word386 word52 word313 word331 word260 word304 word454 word260 word330 word286 word199 word446 word207 word400 word303 word343 word381 word368 word283 word308 word255 word170 word364 word440 word353 word387 word416 word184 word32 word169 word378 word408 word257 word390 word38 word323 word340 word254 word359 word246 word262 word302 word397 word125 word151 word210 word101 word168 word176 word158 word206 word253 word348 word152 word423 word240 word361 word58 word87 word227 word184 word249 word80 word237 word344 word365 word125 word173 word263 word259 word396 word196,negativa,negativa
word161 word234 word207 word462 word432 word388 word12 word64 word217 word311 word341 word149 word56 word165 word397 word494 word471 word297 word46 word484,negativa,negativa
word477 word349 word288 word59 word245 word446 word193 word414 word355 word134 word71 word9 word139 word167 word328 word287 word240 word362 word386 word357 word449 word180 word412 word211 word93 word73 word46 word478 word85 word418 word392 word220 word457 word455 word463 word249 word150 word22 word421 word437 word269 word36 word412 word150 word275 word330 word73 word32 word40 word480 word479 word214 word213 word204 word176 word272 word179 word309 word190 word315 word473 word103 word32 word264 word60 word116,negativa,negativa
word458 word57 word165 word147 word257 word489 word343 word273 word403 word89 word331 word252 word102 word323 word421 word415 word422 word407 word235 word25 word483 word227 word317 word11 word445 word445 word465 word87 word422 word313 word74 word286 word239 word313 word42 word282 word339 word358 word385 word314 word351 word46 word399 word184 word274 word274 word489 word163 word193 word381 word318 word159 word173 word415 word418 word74 word200 word385 word60 word92 word80 word265 word226 word161 word68 word319 word404 word107 word334 word398 word279 word287 word84 word479 word479 word356 word452 word304 word331 word415 word20 word110 word102 word317 word122 word196 word247 word372 word259 word13 word344,neutra,neutra
word102 word382 word159 word437 word42 word252 word80 word445 word209 word338 word440 word268 word29 word111 word107 word458 word455 word239 word446 word124 word340 word196 word121 word126 word210 word170 word106 word168 word65 word485 word190 word54 word288 word442 word180 word423 word306 word370 word149 word19 word173 word463 word396 word393 word440 word187 word162 word463 word286 word149 word140 word439 word27 word31 word369 word1 word86 word496 word213 word364 word244 word46 word93,negativa,negativa
word335 word113 word500 word16 word386 word104 word392 word242 word118 word29 word311 word81 word225 word476 word444 word247 word366 word412 word304 word104 word406 word45 word262 word391 word286 word175 word209 word230 word373 word497 word390 word159 word56 word237 word429 word318 word161 word45 word127 word359 word335 word226 word167 word88 word487 word216 word384 word231 word285 word321 word178 word469 word229 word383 word459 word192 word118 word485 word393 word396 word474 word14 word473 word59 word73 word110 word57 word42 word63 word243 word187 word171 word86 word487 word167 word237 word72 word107 word118 word486 word89 word257 word273 word37,positiva,positiva
word222 word241 word165 word210 word348 word13 word400 word364 word70 word386 word261 word160 word228 word259 word106 word304 word315 word184 word231 word308 word252 word218 word479 word440 word190 word360 word406 word56 word296 word400 word29 word169 word399 word468 word497 word302 word22 word14 word406 word368 word97 word66 word73 word439 word383 word475 word57 word348 word462 word267 word388 word302 word4 word215 word131 word42 word298 word465 word27 word165 word335 word157 word59 word96 word13 word497 word246 word472 word343 word175 word472 word131 word91 word403 word277 word212 word295 word484 word141 word451 word456 word380,neutra,neutra
word495 word480 word36 word374 word252 word368 word437 word292 word2 word433 word219 word230 word293 word456 word264 word104 word367 word317 word33 word267 word393 word443 word142 word262 word413 word292 word210 word93 word22 word346 word482 word301 word391 word339 word174 word262 word136 word112 word295 word324 word494 word119 word146 word84 word475 word391 word166 word485 word353 word239 word191 word285 word43 word87 word469 word104 word82 word430 word473 word409 word52 word420 word134 word6 word461 word134 word330 word37 word95 word441 word297 word500 word91 word446 word438 word463 word25 word53 word265 word58 word32 word406,neutra,neutra
word65 word126 word103 word321 word251 word181 word373 word389 word370 word53 word305 word106 word137 word490 word208 word394 word124 word487 word139 word91 word162 word87 word300 word73 word104 word352 word22 word221 word347 word223 word11 word80 word486 word387 word176 word437 word4 word24 word443 word338 word300 word173 word409 word305 word218 word191 word178 word288 word328 word403 word204 word127 word279 word292 word139 word37 word167 word36 word42 word483 word391 word18 word175 word128 word488 word219 word130 word318 word238 word94 word153 word64,neutra,neutra
word93 word410 word96 word163 word305 word416 word89 word107 word441 word161 word105 word372 word46 word434 word438 word429 word148 word58 word213 word168 word480 word316 word473 word376 word358 word56 word35 word24 word297 word101 word495 word67 word474 word334 word54 word30 word198 word170 word158 word265 word65 word65 word348 word496 word137 word466 word173 word168 word46 word212 word249 word332 word80 word95 word217 word35 word72 word315 word477 word287 word73 word496 word261 word359 word99 word290 word39 word313 word102 word455 word28 word327 word70 word344 word247 word484 word326 word186 word44 word298 word221 word27 word291 word105 word118 word5 word187 word110 word36 word218 word111 word68 word234 word32 word496,negativa,negativa
word57 word408 word330 word89 word220 word26 word336 word378 word140 word176 word119 word195 word137 word124 word216 word430 word382 word149 word472 word106 word456 word155,negativa,negativa
word233 word395 word234 word154 word164 word366 word71 word144 word156 word323 word65 word226 word338 word464 word219 word492 word304 word388 word122 word458 word130 word69 word40 word328 word315 word100 word440 word139 word305 word262 word297 word371 word464 word361 word454 word435 word180 word280 word100 word464 word484 word444 word372 word425 word398 word115 word132 word266 word211 word369 word369 word489 word395 word6 word171 word164 word317 word172 word490 word145 word219 word409 word184 word23 word167 word180 word307 word356 word275 word204 word252 word73 word91,neutra,neutra
word12 word446 word417 word475 word383 word229 word406 word494 word447 word393 word384 word327 word446 word217 word251 word422 word132 word383 word56 word293 word18 word499 word422 word125 word76 word321 word451 word161 word481 word229 word221 word170 word136 word168 word87 word189 word145 word29 word182 word20 word91 word363 word13 word156 word343 word11 word369 word41 word28 word98 word431 word25 word50 word474 word306 word285 word21 word198 word289 word267 word261 word57 word495 word351 word121 word485 word151 word66 word447 word77 word31 word315 word133 word76 word52 word64 word481 word336 word422 word310 word272 word109 word484 word412 word265 word53 word381 word167 word105 word370 word419,positiva,positiva
word320 word361 word430 word201 word467 word162 word102 word190 word265 word335 word417 word113 word152 word470 word220 word121 word493 word225 word493 word460 word454 word291 word400 word481 word135 word19 word161 word319 word274 word41 word281 word88 word253 word288 word319 word207 word205 word340 word375 word404 word167 word213 word166 word264 word64 word216 word95,negativa,negativa
word397 word212 word443 word205 word406 word322 word474 word267 word235 word177 word327 word491 word85 word469 word489 word385 word291 word432 word131 word317 word403 word403 word294 word193 word475 word337 word385 word312 word439 word239 word274 word402 word259 word123 word379 word188 word53 word187 word28 word440 word492 word134 word459 word356 word478 word82 word32 word461 word135 word299 word451 word172,positiva,positiva
word345 word355 word90 word149 word452 word298 word209 word487 word336 word425 word235 word82 word367 word409 word293 word217 word62 word123 word463 word85 word331 word332 word237 word499 word339 word484 word131 word371 word385 word460 word206 word167 word403 word360 word138 word153 word396 word285 word454 word316 word491 word164 word389 word96 word353 word209 word260 word404 word53 word112 word280 word208 word282 word216 word33 word469 word346 word306,positiva,positiva
word232 word368 word79 word422 word260 word241 word462 word165 word101 word394 word54 word437 word413 word489 word231 word312 word442 word66 word154 word236 word314 word340 word462,neutra,neutra
word263 word321 word399 word57 word338 word417 word58 word208 word448 word13 word81 word402 word86 word351 word451 word250 word243 word215 word187 word191 word277 word448 word491 word433 word60 word154 word379 word273 word168 word156 word59 word167 word211 word208 word275 word137 word103 word444 word203 word128 word318 word272 word289 word111 word362 word97 word419 word213 word205 word195 word212 word333 word249 word64 word284 word134 word55 word420 word157 word298 word86 word170,negativa,negativa
word121 word392 word291 word374 word55 word408 word104 word225 word220 word411 word139 word121 word170 word181 word91 word89 word116 word234 word172 word197 word360 word121 word455 word376 word88 word157 word92 word137 word183 word66 word8 word220 word351 word152 word431 word185 word451 word118 word270 word382 word30 word466 word183 word249 word315 word322 word12 word434 word312 word500 word236 word307 word221 word445 word417 word455 word253 word396,negativa,negativa
word281 word266 word103 word414 word347 word437 word351 word241 word148 word493 word367 word438 word293 word256 word18 word35 word354 word113 word42 word389 word311 word56 word250 word235 word2 word303 word199 word440 word58 word424 word4 word383 word392 word204 word141 word72 word170 word335 word363 word91 word6 word281 word291 word491 word381 word276 word296 word323 word226 word339 word98 word416 word431 word218 word229 word249 word409 word88 word171 word308 word347 word148 word59 word254 word320 word384 word2 word9 word194 word282 word2 word87 word210 word140 word356 word18,neutra,neutra
word212 word185 word25 word228 word130 word63 word139 word11 word458 word498 word184 word439 word231 word457 word87 word143 word370 word111 word412 word213 word202 word227 word399 word3 word376 word390 word411 word499 word392 word265 word234 word195 word414 word197,negativa,negativa
word296 word463 word418 word76 word29 word11 word95 word240 word9 word435 word240 word369 word437 word18 word217 word337 word499 word409 word109 word136 word400 word327 word125 word247 word465 word103 word165 word451 word337 word112 word144 word421 word141 word351 word248 word111 word185 word356 word402 word14 word453 word119 word325 word143 word134 word445 word351 word458 word11 word136 word25 word238 word231 word491 word116 word333 word498 word35 word223 word196 word14 word211 word127 word154 word107 word260 word200 word369 word177 word346 word264 word176 word412 word369 word263 word268 word382 word385 word357 word57 word116 word203 word288 word198 word415,positiva,neutra
word15 word489 word308 word355 word163 word145 word219 word128 word11 word334 word359 word338 word277 word262 word493 word264 word353 word209 word17 word175 word361 word318 word347 word374 word110 word407 word358 word154 word252 word429 word84 word152 word97 word153 word103 word404 word496 word485 word180 word467 word41 word56 word163 word145 word459 word380 word377 word404 word363 word253 word30 word9 word488 word251 word477 word16 word318 word141 word183 word329 word248 word68 word500 word357 word181 word311 word76 word215 word213 word187 word242 word458 word4 word277 word471,positiva,positiva
word257 word284 word12 word206 word46 word403 word41 word466 word29 word306 word167 word56 word179 word20 word349 word436 word165 word220 word71 word242 word474 word270 word438 word391 word63 word27 word182 word471 word85 word23 word480 word99 word178 word391 word50 word86 word364 word4 word356 word272 word121 word307 word161 word475 word208 word375 word134 word417 word145 word254 word401 word464 word376 word334 word347 word204 word344 word288 word261 word157 word176 word62 word361 word12 word59 word147,positiva,positiva
word345 word276 word489 word450 word102 word81 word197 word418 word483 word352 word346 word117 word297 word93 word270 word97 word38 word484 word447 word343 word313 word120 word286 word375 word270 word141 word196 word421 word128 word481 word378 word446 word255 word112 word17 word268 word200 word57 word465 word486 word187 word335 word207 word249 word312 word209 word401 word95 word335 word492 word426 word23 word57 word315 word463 word423 word452 word75 word260 word363 word313 word389 word107 word229 word224 word470 word102 word164 word11 word76 word491 word424 word130 word352 word297 word454 word151 word498 word186 word359 word199 word336 word168,negativa,negativa
word337 word485 word462 word198 word301 word150 word445 word460 word112 word244 word119 word308 word147 word348 word491 word436 word92 word65 word408 word41,neutra,neutra
word495 word80 word446 word237 word337 word327 word59 word455 word321 word244 word308 word489 word324 word329 word439 word350 word72 word410 word450 word367 word77 word262 word28 word387 word479 word18 word55 word467 word400 word412 word105 word319 word415 word35 word142 word148 word271 word127 word171 word129 word32 word337 word320 word439 word289 word341 word180 word195 word207 word485 word237 word432 word161 word343 word138 word199 word430 word342 word244 word204 word400 word78 word425 word310 word165 word350 word496 word175 word197 word465 word173 word428 word450 word292 word42 word31 word141 word9 word382 word320 word228 word407 word67 word251 word170 word12 word240 word73 word23 word106 word98 word314 word397 word244 word321,positiva,positiva
word179 word27 word124 word306 word481 word248 word431 word390 word281 word403 word201 word222 word369 word320 word264 word217 word488 word33 word28 word240 word18 word171 word285 word203 word102 word143 word303 word476 word391 word274 word70 word122 word221 word124 word345 word184 word417 word135 word249 word358 word104 word381 word293 word324 word228 word468 word386 word97 word278 word452 word140 word269 word378 word137 word259 word277 word89 word89 word282 word90 word475 word262 word353 word199 word150 word244 word356 word199 word142 word72 word272 word340 word264 word128 word124 word189,negativa,negativa
word306 word149 word2 word412 word314 word314 word142 word94 word248 word379 word149 word264 word499 word110 word116 word118 word457 word265 word459 word474 word211 word28 word153 word272 word191 word2 word495 word152 word310 word474 word273 word348 word18 word349 word424 word460 word42 word115 word24 word459 word138 word266 word238 word345 word448 word162 word396 word146 word99 word54 word187 word281 word391 word425 word264 word205 word88 word458 word199 word383 word313 word466 word487 word354 word331 word69 word9 word274 word353 word374 word126 word252 word432 word48 word192 word473 word100 word159 word234 word345 word128 word397 word118 word185 word287 word7 word384 word335 word418 word138 word199 word450 word34,neutra,neutra
word277 word464 word111 word357 word39 word486 word263 word249 word180 word482 word210 word62 word282 word296 word374 word249 word140 word2 word494 word97 word176 word77 word118 word31 word171 word475 word112 word483 word317 word446 word311 word495 word276 word416,negativa,neutra
word84 word37 word174 word236 word397 word232 word123 word132 word306 word218 word451 word220 word284 word32 word97 word426 word173 word211 word296 word29 word254 word174 word75 word210 word224 word94 word272 word374 word134 word484 word307 word387 word36 word384 word169 word356 word403 word126 word130 word30 word303 word388 word206 word81 word159 word202 word459 word63 word172 word320 word119 word443 word455 word191 word373,negativa,negativa
word425 word416 word465 word211 word128 word257 word72 word422 word332 word242 word258 word357 word262 word420 word463 word475 word311 word372 word156 word20 word201 word436 word67 word273 word97 word215 word72,negativa,negativa
word28 word425 word253 word229 word211 word293 word337 word41 word133 word478 word84 word454 word201 word96 word298 word332 word175 word397 word32 word61 word311 word289 word350 word426 word466 word254 word251 word462 word481 word24 word253 word460,positiva,positiva
word36 word123 word497 word365 word44 word378 word485 word49 word208 word235 word66 word101 word87 word93 word202 word232 word119 word145 word97 word399 word106 word454 word270 word402 word319 word134 word301 word138 word60 word128 word138 word68 word12 word472 word257 word202 word465 word113 word202 word424 word317 word200 word128 word18 word43 word81 word394 word320 word217 word392 word81 word106 word197 word459 word308 word426 word125 word425 word37 word114 word262 word26 word430 word434 word271 word153 word50 word310 word269 word380 word302 word65 word61 word391 word80 word470 word53 word365 word488 word221 word29 word439 word94 word264 word493 word373 word24 word411 word81 word375 word311 word144 word212 word59,negativa,negativa
word22 word70 word157 word96 word343 word306 word165 word43 word40 word473 word173 word54 word356 word435 word61 word473 word363 word127 word388 word210 word318 word64 word123 word387 word403 word6 word108 word304 word453 word338 word354 word195 word28 word383 word400 word222 word254 word118 word227 word121 word211 word68 word304 word124 word363 word259 word448 word111 word137 word122 word316 word54 word344 word410 word338 word68 word247,neutra,neutra
word420 word60 word323 word313 word183 word183 word360 word468 word160 word464 word420 word27 word141 word221 word334 word114 word208 word47 word51 word218 word315 word227 word192 word249 word318 word358 word270 word46 word21 word172 word103 word269 word351 word127 word234 word110 word234 word190 word2 word333 word152 word374 word335 word98 word444 word12 word288 word402 word271 word279 word236 word31 word340 word477 word400 word30 word111 word417 word357 word184 word122 word232 word16 word45 word38 word413 word24 word277 word141 word379 word64 word456 word43 word424 word74 word15 word20 word391 word172 word209 word412 word131 word277 word150 word33 word497 word188 word424 word215 word434 word87 word271 word187 word497 word169 word386 word247 word201,positiva,positiva
word388 word478 word268 word470 word7 word145 word2 word339 word256 word144 word153 word322 word91 word258 word307 word120 word115 word178 word297 word128 word190 word272 word94 word285 word70 word72 word119 word144 word15 word481 word155 word403 word451 word401 word416 word51 word187 word374 word288 word3 word284 word403 word415 word192 word119 word155 word149 word174 word151 word229 word21 word138 word158 word77 word439 word338 word456 word281 word55 word453 word230 word343 word191 word248 word245 word143 word278 word367 word11 word66 word422 word285 word487 word303 word327 word450 word331 word165 word264 word118 word168 word341 word75 word336 word293 word155 word23 word353 word413 word366 word211 word327 word208 word180 word164 word106,negativa,negativa
word227 word34 word320 word314 word426 word462 word169 word479 word5 word485 word69 word323 word342 word317 word496 word277 word66 word304 word146 word307 word191 word22 word319 word45 word164 word310 word441 word158 word150 word151 word288 word97 word264 word401 word41 word483 word266 word314 word309 word473 word333 word442 word143 word109 word322 word77 word56 word106 word136 word49 word365 word292 word101 word142 word465 word457 word62 word307 word162 word180 word300 word493 word292 word477 word411 word390 word396 word396 word128 word489 word460 word301 word356 word441 word77 word33 word498 word278 word362 word252 word259 word19,neutra,neutra
word88 word231 word389 word310 word195 word108 word326 word215 word237 word470 word5 word120 word460 word461 word152 word498 word106 word26 word154 word266 word4 word86 word396 word311 word303 word495 word115 word449 word178 word463 word392 word107 word105 word272 word252 word118 word131 word450 word377 word96 word363 word77 word223 word7 word325 word91 word119 word95 word92 word39 word278 word434 word151 word390 word272 word128 word31 word392 word12 word212,neutra,neutra
word330 word374 word33 word101 word354 word495 word455 word316 word55 word484 word159 word22 word385 word87 word151 word339 word483 word454 word82 word88 word405 word159 word39 word295 word329 word500 word244 word400 word268 word462 word244 word338 word482 word439 word201 word254 word297 word63 word117 word355 word36 word301 word243 word243 word423 word138 word396 word393 word497 word411 word254 word183 word391 word464 word141 word185 word249 word54 word158 word84 word387 word248 word302 word40 word287 word360 word345 word398 word58 word275 word242 word447 word346 word478 word13 word224 word352 word45 word326 word116 word38 word329 word214 word203 word163 word343 word310 word334 word394 word303 word38 word79 word496 word143 word214,positiva,positiva
word173 word178 word113 word300 word433 word121 word375 word284 word387 word385 word20 word11 word458 word78 word288 word377 word252 word4 word6 word335 word449 word172 word272 word467 word413 word271 word328 word481 word399 word208 word347 word165 word461 word47 word113 word174 word102 word298 word357 word446 word251 word311 word300 word2 word355 word12 word274 word500 word394 word254 word160 word419 word430 word185,neutra,neutra
word97 word147 word98 word246 word498 word294 word362 word247 word7 word43 word135 word122 word421 word422 word428 word319 word279 word325 word204 word336 word398 word382 word307 word30 word363 word184 word372 word270 word441 word170 word466 word423 word166 word242 word266 word385 word345 word427,negativa,negativa
